REG_ANS;VL_SALDO_FINAL;ano;trimestre
336858;7012313684.68;2025;2
337188;1306758067.76;2025;2
337374;1319447721.38;2025;2
337498;302181000.12;2025;2
337561;76077015.37;2025;2
337668;2348310252.58;2025;2
337871;805489341.24;2025;2
338346;299989531.46;2025;2
338648;716491941.16;2025;2
339458;25214114.47;2025;2
339679;33050967158.07;2025;2
339954;2932915805.49;2025;2
340162;28128484.76;2025;2
340251;331178548.42;2025;2
340782;3323341423.09;2025;2
340952;1714548401.78;2025;2
341819;3179356.57;2025;2
341941;84802852.68;2025;2
342033;3362449336.76;2025;2
342084;5761670046.38;2025;2
342131;173659403.83;2025;2
342157;62694090.41;2025;2
342203;83395281.66;2025;2
342343;270363905.98;2025;2
342386;232970009.35;2025;2
342556;955397026.45;2025;2
342611;666629323.72;2025;2
342807;755008815.44;2025;2
342955;19868798.97;2025;2
343056;19458084.06;2025;2
343064;355428237.31;2025;2
343129;125104733.89;2025;2
343153;54718115.42;2025;2
343269;4209909310.93;2025;2
343331;347496081.74;2025;2
343404;10182799.04;2025;2
343463;315566204.54;2025;2
343676;267405680.7;2025;2
343684;254255921.31;2025;2
343722;70498385.36;2025;2
343731;4105821136.47;2025;2
343765;121947210.55;2025;2
343889;24206059499.62;2025;2
344141;27420808.8;2025;2
344184;20661715.44;2025;2
344362;791451089.77;2025;2
344397;1719242154.81;2025;2
344451;91110272.1;2025;2
344729;698547370.94;2025;2
344788;72642827.06;2025;2
344800;1227407806.38;2025;2
344885;6539544355.76;2025;2
344915;19747523.23;2025;2
345091;261753792.46;2025;2
345318;86482529.74;2025;2
345458;305928078.53;2025;2
345598;932002101.76;2025;2
345709;578628686.7;2025;2
345741;14397974.95;2025;2
345776;241878955.14;2025;2
346004;79973177.23;2025;2
346209;507136647.24;2025;2
346276;1162178964.63;2025;2
346659;32695856447.33;2025;2
346926;5624608693.78;2025;2
346951;265164173.59;2025;2
347108;234240949.36;2025;2
347507;963735155.37;2025;2
347604;40496042.32;2025;2
347655;452283930.75;2025;2
347736;177297799.36;2025;2
347795;27958694.19;2025;2
347825;47384975.05;2025;2
348082;1025408669.52;2025;2
348180;1784197012.0;2025;2
348244;457676526.26;2025;2
348261;235896695.3;2025;2
348295;4244071263.34;2025;2
348520;4443780527.81;2025;2
348830;955965653.46;2025;2
349534;569946031.39;2025;2
349682;1384750247.4;2025;2
349712;1526625431.28;2025;2
350141;1817460026.02;2025;2
350249;2654085557.75;2025;2
350346;107045137.55;2025;2
350371;1030514911.92;2025;2
350494;345907501.41;2025;2
350648;146197895.34;2025;2
350699;482097140.37;2025;2
350770;20605241.31;2025;2
351202;3486661268.5;2025;2
351270;152923217.06;2025;2
351407;542678618.66;2025;2
351776;145745063.25;2025;2
351792;3854029.84;2025;2
352179;378688908.93;2025;2
352314;398747350.45;2025;2
352331;4062253070.69;2025;2
352501;15601826245.68;2025;2
352519;92266329.79;2025;2
352543;877403495.11;2025;2
352586;337072372.39;2025;2
352683;1116934925.95;2025;2
353027;281375386.7;2025;2
353060;1094536038.81;2025;2
353264;100155245.99;2025;2
353353;2283177506.56;2025;2
353663;1775628350.02;2025;2
353698;94288801.21;2025;2
353876;171085050.87;2025;2
354031;1980673659.82;2025;2
354066;1662921903.13;2025;2
354279;345699775.49;2025;2
354295;1128729917.84;2025;2
354325;340168639.38;2025;2
354511;621779224.23;2025;2
354562;785645443.96;2025;2
354619;143279648.84;2025;2
354627;14473168084.67;2025;2
354678;81684481.57;2025;2
354783;1418959082.86;2025;2
354996;159513237.92;2025;2
355097;3509432845.01;2025;2
355151;1405512979.35;2025;2
355577;314103754.5;2025;2
355593;229722168.8;2025;2
355691;2860937069.88;2025;2
355721;3555042402.46;2025;2
356123;666285129.55;2025;2
356417;1735623253.77;2025;2
356476;543722600.88;2025;2
356581;271724074.56;2025;2
357022;373192247.84;2025;2
357138;669910070.32;2025;2
357260;831389831.79;2025;2
357391;7947336621.35;2025;2
357511;4255266326.34;2025;2
357669;82016608.94;2025;2
357715;179100836.92;2025;2
358053;526465337.46;2025;2
358088;949140655.62;2025;2
358096;414798199.14;2025;2
358282;200786874.4;2025;2
358339;30156163.13;2025;2
358436;81675151.0;2025;2
358754;244408257.35;2025;2
359017;46150782481.58;2025;2
359033;173757204.24;2025;2
359122;386968771.42;2025;2
359289;930067021.93;2025;2
359661;9659679182.8;2025;2
359777;1084062039.27;2025;2
360244;1138794175.27;2025;2
360414;274510919.9;2025;2
360449;5468257221.05;2025;2
360783;45156028.62;2025;2
361011;2199382293.06;2025;2
361461;338162261.64;2025;2
361569;57784564.95;2025;2
361593;53195092.51;2025;2
361615;484721359.32;2025;2
361941;379907472.16;2025;2
362140;417153272.23;2025;2
362573;183818153.61;2025;2
362832;157449403.49;2025;2
363189;43428530.11;2025;2
363286;239002207.29;2025;2
363391;47958612.92;2025;2
363855;385268697.21;2025;2
364070;123191536.11;2025;2
364312;1430107898.46;2025;2
364584;1802434637.76;2025;2
364592;217890455.37;2025;2
364860;802245007.22;2025;2
365238;279875648.03;2025;2
365530;186658548.94;2025;2
365645;31722617.46;2025;2
365777;334357486.57;2025;2
365785;19837580.1;2025;2
366064;317082664.89;2025;2
366340;210333890.84;2025;2
366439;81214244.81;2025;2
366561;1276118961.66;2025;2
367087;1361207959.22;2025;2
367095;1523582951.16;2025;2
367397;1323204501.46;2025;2
367613;52245439.46;2025;2
368148;314173137.22;2025;2
368253;48836823105.03;2025;2
368555;109948288.71;2025;2
368920;388100252.34;2025;2
369292;1600564521.76;2025;2
369411;809775628.27;2025;2
369659;2408895236.32;2025;2
370070;2303210691.82;2025;2
370088;269367844.72;2025;2
370568;35970845.41;2025;2
370592;81454879.15;2025;2
370681;772973608.18;2025;2
370711;24057896.2;2025;2
370975;230633327.11;2025;2
371106;867254642.79;2025;2
371254;3382334464.56;2025;2
371564;159708156.89;2025;2
371629;795168104.44;2025;2
371777;566036272.33;2025;2
372561;357153152.78;2025;2
372609;982647814.26;2025;2
373109;17259308.66;2025;2
374440;210117138.13;2025;2
378216;251329078.11;2025;2
379280;878612123.91;2025;2
379956;9816637322.37;2025;2
380661;1596691263.21;2025;2
381144;23168089.62;2025;2
382281;23640097.64;2025;2
382540;527762008.5;2025;2
382639;9369194.46;2025;2
382655;27450386.6;2025;2
382876;10780961909.91;2025;2
384577;3219662327.89;2025;2
384704;111895159.71;2025;2
385255;652635191.92;2025;2
385620;225901875.38;2025;2
385697;1956581972.74;2025;2
386588;1303299753.7;2025;2
386596;505946244.0;2025;2
386901;132575327.24;2025;2
387185;113873908.81;2025;2
388092;47712859.33;2025;2
389358;50794361.7;2025;2
389854;59165541.07;2025;2
390259;37948045.13;2025;2
392804;1818158698.5;2025;2
393321;600201122.12;2025;2
393533;23053591.17;2025;2
394734;470918267.78;2025;2
395480;356021020.57;2025;2
397245;7818950.28;2025;2
401081;482579181.93;2025;2
401480;100955965.35;2025;2
402001;47229321.28;2025;2
402206;90424486.67;2025;2
402966;158039063.06;2025;2
403962;298755601.09;2025;2
404241;67556354.72;2025;2
406481;513895865.27;2025;2
406554;527994826.68;2025;2
406635;37205372.59;2025;2
406805;88410008.37;2025;2
406813;18864023.83;2025;2
406937;96836585.97;2025;2
406945;226139638.06;2025;2
407011;1191823498.54;2025;2
407224;51569569.51;2025;2
407534;15972394.13;2025;2
407569;28271139.59;2025;2
408026;22820362.59;2025;2
408034;19915984.15;2025;2
408093;14743456.12;2025;2
408263;41566842.97;2025;2
408522;9914682.95;2025;2
408794;125062233.9;2025;2
409243;745667474.89;2025;2
409286;2876055.56;2025;2
409405;19801345.99;2025;2
409413;56952971.95;2025;2
409634;36076597.89;2025;2
409791;24063598.95;2025;2
410110;120022206.43;2025;2
410128;175594480.5;2025;2
410292;305299161.85;2025;2
410608;63849482.13;2025;2
410624;49847511.0;2025;2
410888;115375409.15;2025;2
411248;23757043.39;2025;2
411256;1894703640.19;2025;2
411582;236207847.01;2025;2
411752;1087304114.99;2025;2
411809;44881682.37;2025;2
411868;40698061.49;2025;2
412015;17774503.08;2025;2
412058;141842022.43;2025;2
412252;116266220.1;2025;2
412295;275190907.21;2025;2
412635;125847094.15;2025;2
412759;170579203.15;2025;2
412996;47993930.64;2025;2
413160;199820048.88;2025;2
413267;10439625.66;2025;2
413283;36740254.6;2025;2
413330;150821114.78;2025;2
413372;93202106.97;2025;2
413429;88664204.06;2025;2
413518;83361819.18;2025;2
413534;3838819558.84;2025;2
413551;5383312.01;2025;2
413721;131637781.31;2025;2
413747;18781628.54;2025;2
414026;28388422.67;2025;2
414212;107412589.62;2025;2
414310;506688306.23;2025;2
414352;583147345.98;2025;2
414387;38878913.91;2025;2
414492;809502970.53;2025;2
414573;323530904.91;2025;2
414581;825911195.02;2025;2
414654;64205520.76;2025;2
414662;109491142.24;2025;2
414689;9084448.03;2025;2
414701;47174970.89;2025;2
414905;266896164.31;2025;2
414930;420015870.73;2025;2
415014;399516383.1;2025;2
415065;178950585.96;2025;2
415081;14352425.52;2025;2
415111;1018181554.15;2025;2
415243;21288098.48;2025;2
415626;112332424.44;2025;2
415693;602743154.34;2025;2
415774;700447941.09;2025;2
415901;7517176.36;2025;2
415910;10855727.95;2025;2
415936;163143782.08;2025;2
415944;918568.51;2025;2
415987;25430343.9;2025;2
416398;298021992.87;2025;2
416401;928368626.99;2025;2
416428;5059610826.02;2025;2
416495;281121408.29;2025;2
416525;55826970.08;2025;2
416568;776348199.01;2025;2
416584;194138340.49;2025;2
416690;332067348.74;2025;2
416738;382376185.7;2025;2
416789;3573536.62;2025;2
416801;429377087.45;2025;2
417050;1154802.68;2025;2
417092;9568.3;2025;2
417106;13395306.67;2025;2
417131;13339913.65;2025;2
417165;1064317.77;2025;2
417173;55592191.02;2025;2
417211;271028600.09;2025;2
417220;12540595.17;2025;2
417289;113439654.12;2025;2
417297;412069609.58;2025;2
417301;20279736.55;2025;2
417424;39774907.0;2025;2
417459;6629787.58;2025;2
417475;46568568.5;2025;2
417491;38482612.85;2025;2
417505;2572076958.31;2025;2
417530;1316289164.47;2025;2
417548;758503366.95;2025;2
417599;427341034.59;2025;2
417602;5282367.12;2025;2
417661;245306536.93;2025;2
417718;13662898.64;2025;2
417815;361535712.08;2025;2
417831;16678032.16;2025;2
417947;543260214.58;2025;2
417955;275754275.43;2025;2
418021;1411514284.24;2025;2
418030;1034740.06;2025;2
418072;12032578.69;2025;2
418129;26934036.38;2025;2
418137;120313494.59;2025;2
418170;1489657192.39;2025;2
418218;18363299.86;2025;2
418226;52516375.18;2025;2
418285;145391481.42;2025;2
418374;452540474.35;2025;2
418501;55795640.54;2025;2
418552;9382675.58;2025;2
418587;240373937.78;2025;2
418595;1440191.32;2025;2
418617;165716657.29;2025;2
418650;657844725.74;2025;2
418706;168582.2;2025;2
418731;272563798.66;2025;2
418749;34592466.34;2025;2
418803;419387769.34;2025;2
418820;202122641.17;2025;2
418919;235844119.84;2025;2
418960;15261033.32;2025;2
418986;12353818.32;2025;2
418994;3370806.32;2025;2
419010;1790731848.21;2025;2
419028;13747370.71;2025;2
419052;248148850.97;2025;2
419079;5673284.26;2025;2
419095;9224451.72;2025;2
419133;3361540995.48;2025;2
419141;511936848.96;2025;2
419150;236369510.6;2025;2
419249;1898811708.43;2025;2
419257;0.0;2025;2
419281;55309107.0;2025;2
419290;136675.77;2025;2
419354;-1520202.04;2025;2
419389;4519095.14;2025;2
419419;188405912.84;2025;2
419427;239327423.51;2025;2
419443;17655568.48;2025;2
419486;254597644.05;2025;2
419524;7262307.64;2025;2
419567;61232.96;2025;2
419591;20975521.57;2025;2
419699;189743602.58;2025;2
419753;54310472.46;2025;2
419851;46389610.46;2025;2
419869;30000.0;2025;2
419958;140566385.64;2025;2
419974;40957833.04;2025;2
420000;267726388.09;2025;2
420051;7845464.99;2025;2
420077;1032809993.39;2025;2
420085;85983584.25;2025;2
420093;18400624.54;2025;2
420107;-1908507.69;2025;2
420123;34131343.65;2025;2
420140;1220655.38;2025;2
420158;449687130.32;2025;2
420166;664601149.12;2025;2
420271;73115329.46;2025;2
420701;134016218.91;2025;2
420786;113982594.14;2025;2
420816;12725446.84;2025;2
420841;2504855.4;2025;2
420859;19469029.18;2025;2
420930;6263403.38;2025;2
420981;35267638.69;2025;2
421006;249423475.28;2025;2
421146;20000.0;2025;2
421154;229750269.65;2025;2
421189;18954657.72;2025;2
421197;409662964.6;2025;2
421341;397606037.41;2025;2
421359;65002015.05;2025;2
421367;6002371.97;2025;2
421375;42350.0;2025;2
421405;144443616.16;2025;2
421421;1001752770.89;2025;2
421561;4354741.09;2025;2
421618;23346054.17;2025;2
421634;23962978.57;2025;2
421642;557786.76;2025;2
421707;54118595.58;2025;2
421715;5409422797.18;2025;2
421723;8980367.34;2025;2
421731;283953702.57;2025;2
421766;282078927.84;2025;2
421871;48760096.73;2025;2
421928;1810389765.93;2025;2
421944;210181888.4;2025;2
422029;1262623480.42;2025;2
422053;128964881.98;2025;2
422070;241911551.7;2025;2
422088;20633757.96;2025;2
422126;12583931.08;2025;2
422134;-5139537.85;2025;2
422151;73872261.74;2025;2
422223;332612.72;2025;2
422304;28181990.13;2025;2
422321;272883301.23;2025;2
422339;1646975798.72;2025;2
422355;22099981.43;2025;2
422371;142936976.28;2025;2
422380;40535277.36;2025;2
422398;392988418.9;2025;2
422401;0.0;2025;2
422479;1838821.24;2025;2
422487;43251716.57;2025;2
422576;165890.28;2025;2
422584;117075143.98;2025;2
422592;24358.7;2025;2
422631;3723335877.24;2025;2
422681;399709820.88;2025;2
422720;1313852389.85;2025;2
422746;14476946.48;2025;2
422754;4552122.18;2025;2
422762;87642411.7;2025;2
422771;309822190.45;2025;2
422827;116117429.19;2025;2
422835;73128000.32;2025;2
422941;8259.81;2025;2
422959;21046596.12;2025;2
423017;0.0;2025;2
423041;354308.2;2025;2
423173;1116370783.24;2025;2
423181;3755245.97;2025;2
423203;18154861.44;2025;2
423262;6125542.18;2025;2
423319;213030916.41;2025;2
423327;100.5;2025;2
423335;224972038.24;2025;2
423351;99805835.16;2025;2
423432;15120722.57;2025;2
423441;31015813.25;2025;2
423505;23563005.22;2025;2
423548;69124756.38;2025;2
423564;6227809.13;2025;2
423572;5155054.25;2025;2
423629;79112306.26;2025;2
423645;522554.59;2025;2
423661;323874085.96;2025;2
423700;202972.34;2025;2
423718;90875763.93;2025;2
423815;602163.52;2025;2
423858;0.0;2025;2
423912;1834998.84;2025;2
424048;22637033.91;2025;2
424129;145501.41;2025;2
424145;7765.54;2025;2
424161;0.0;2025;2
424170;8096764.58;2025;2
424188;10779663707.45;2025;2
424196;3.0;2025;2
424226;516.0;2025;2
424421;881252.0;2025;2
424544;0.0;2025;2
515;140959173.25;2025;3
582;39461785180.88;2025;3
701;33327874834.1;2025;3
884;2183959623.24;2025;3
5711;235101481037.87;2025;3
6246;182853172183.92;2025;3
300136;725617131.19;2025;3
300713;769551982.42;2025;3
300730;24920614.17;2025;3
300870;107312763.53;2025;3
301060;384703641.32;2025;3
301124;246605592.22;2025;3
301574;1405401699.15;2025;3
301728;418249631.62;2025;3
301744;465004839.41;2025;3
301949;6200710822.99;2025;3
302147;33514988935.15;2025;3
302228;172344814.99;2025;3
302627;257475215.5;2025;3
302953;2841613525.27;2025;3
303178;436100088.73;2025;3
303267;2734284727.62;2025;3
303356;3558865431.55;2025;3
303623;4767891844.98;2025;3
303739;1254425973.56;2025;3
303844;318891214.77;2025;3
303976;9270597377.38;2025;3
304051;881695666.03;2025;3
304123;333889433.32;2025;3
304131;681912916.18;2025;3
304212;122048220.61;2025;3
304344;569566546.05;2025;3
304395;741404420.8;2025;3
304441;137083109.85;2025;3
304468;782722578.25;2025;3
304484;471424298.94;2025;3
304531;63475299.09;2025;3
304701;21686451701.92;2025;3
304883;1386365886.98;2025;3
305227;613429756.9;2025;3
305421;24894194.75;2025;3
305472;644385399.79;2025;3
305626;221040181.07;2025;3
305928;46641401.54;2025;3
306045;57330961.3;2025;3
306100;951234700.03;2025;3
306126;1095913058.16;2025;3
306398;3704595175.99;2025;3
306754;273010554.02;2025;3
306762;1081801938.04;2025;3
306886;3493547735.05;2025;3
307319;1690106076.1;2025;3
307751;755827626.09;2025;3
308811;238289400.77;2025;3
309028;156677258.75;2025;3
309087;534935741.37;2025;3
309222;13611429282.19;2025;3
309524;190513699.86;2025;3
309907;962094957.85;2025;3
310239;154411495.55;2025;3
310247;1657620131.2;2025;3
310522;1388972346.44;2025;3
310981;120635730.9;2025;3
311057;39052101.57;2025;3
311146;379623831.58;2025;3
311294;1008496244.78;2025;3
311359;566083453.67;2025;3
311375;1277953086.3;2025;3
311391;69423053.59;2025;3
311472;51387584.64;2025;3
311618;655582630.71;2025;3
311715;924445626.61;2025;3
311847;2115813249.65;2025;3
311944;200794955.9;2025;3
311961;1579330301.84;2025;3
312126;13476382536.1;2025;3
312282;275490631.65;2025;3
312347;1010668480.65;2025;3
312363;29670403182.22;2025;3
312592;727704207.81;2025;3
312720;4357826124.93;2025;3
312851;5475233287.8;2025;3
313084;347024363.24;2025;3
313149;66940461.37;2025;3
313211;788493036.91;2025;3
313475;86089055.45;2025;3
313751;256003101.11;2025;3
313971;811295776.53;2025;3
314099;1402555842.09;2025;3
314218;4024291541.48;2025;3
314242;273370489.3;2025;3
314251;439883877.03;2025;3
314315;83738946.44;2025;3
314366;28614735.88;2025;3
314587;282944034.35;2025;3
314668;1286796625.43;2025;3
314706;86521127.5;2025;3
314781;197359385.54;2025;3
315044;1385671352.13;2025;3
315265;498208266.65;2025;3
315478;9619214822.26;2025;3
315494;252492821.41;2025;3
315567;1030113116.6;2025;3
315583;194908091.63;2025;3
315648;276840799.02;2025;3
315729;3876270951.12;2025;3
315796;2940197978.01;2025;3
316148;772128351.43;2025;3
316458;166340811.21;2025;3
316849;52129614.14;2025;3
316873;835267510.59;2025;3
316881;944443421.23;2025;3
316903;3768169.7;2025;3
316997;42949920.59;2025;3
317012;368831169.33;2025;3
317144;15907644657.55;2025;3
317233;2044284417.72;2025;3
317632;1950652801.86;2025;3
317896;280644550.75;2025;3
318035;379915176.92;2025;3
318213;382915870.49;2025;3
318388;717814300.71;2025;3
318477;540471177.28;2025;3
318566;894539248.31;2025;3
319121;4036643515.69;2025;3
319180;357343652.86;2025;3
319384;1108599235.28;2025;3
319422;485799368.13;2025;3
319708;1740156618.03;2025;3
319872;33795341.18;2025;3
319996;8308038455.39;2025;3
320251;1443742361.3;2025;3
320510;197393200.89;2025;3
320706;2491322621.5;2025;3
320820;318666724.27;2025;3
320838;75709577.76;2025;3
320862;669668155.74;2025;3
320897;538656744.33;2025;3
321044;6098228380.38;2025;3
321087;347613136.5;2025;3
321125;124337516.38;2025;3
321273;3720458451.07;2025;3
321320;180243019.37;2025;3
321338;84641208.12;2025;3
321931;284036229.6;2025;3
321958;1906164007.53;2025;3
322326;73277395.8;2025;3
322571;814431567.09;2025;3
322831;562166224.83;2025;3
322890;45091659.62;2025;3
323004;128423266.36;2025;3
323055;374343284.71;2025;3
323080;33281995688.65;2025;3
323268;2283144767.08;2025;3
323357;518117761.3;2025;3
323926;585064049.21;2025;3
323942;245793166.87;2025;3
323993;1333020906.74;2025;3
324159;445339103.34;2025;3
324175;204712004.12;2025;3
324213;111192600.11;2025;3
324299;181665703.07;2025;3
324345;894055134.71;2025;3
324361;1597475737.15;2025;3
324477;1902306927.99;2025;3
324493;1240699064.97;2025;3
324523;170172.35;2025;3
324566;583955251.26;2025;3
325031;502332392.4;2025;3
325082;124588455.26;2025;3
325236;601131831.43;2025;3
325465;220813776.07;2025;3
325571;6269199183.03;2025;3
326305;142083821419.42;2025;3
326500;2193969433.63;2025;3
326755;1327348319.72;2025;3
326861;1719078310.94;2025;3
327328;7352567.98;2025;3
327352;268334587.66;2025;3
327417;1502390035.85;2025;3
327468;163999438.47;2025;3
327557;630060310.88;2025;3
327638;112022110.97;2025;3
327689;6007597010.37;2025;3
328031;-14862552.45;2025;3
328294;734383660.41;2025;3
328308;264982573.66;2025;3
328375;175111470.53;2025;3
328537;1055969980.97;2025;3
329339;1995303947.16;2025;3
329355;304478964.57;2025;3
329665;216535782.61;2025;3
329886;619368036.17;2025;3
330108;741946181.57;2025;3
330116;268484812.58;2025;3
330264;747456567.21;2025;3
330281;280437253.65;2025;3
330566;705313181.77;2025;3
330809;579992276.39;2025;3
330892;150958066.68;2025;3
331104;19494614.5;2025;3
331317;2040790055.45;2025;3
331341;1345188435.23;2025;3
331651;573119564.92;2025;3
331872;3989607131.64;2025;3
331988;3088715159.84;2025;3
333051;1609559138.8;2025;3
333239;7650150.02;2025;3
333662;1257640537.0;2025;3
333689;1907702007.07;2025;3
333808;331111793.38;2025;3
333867;92877231.07;2025;3
333875;299342441.9;2025;3
334154;575694836.21;2025;3
334243;45626692.84;2025;3
334511;14456470.95;2025;3
334561;4522291476.38;2025;3
334847;137538578.56;2025;3
335100;8282443851.03;2025;3
335215;927259341.65;2025;3
335258;144964313.98;2025;3
335479;2395759577.67;2025;3
335517;574811975.81;2025;3
335541;396137913.92;2025;3
335592;7113232289.8;2025;3
335614;11005886520.77;2025;3
335657;166852521.8;2025;3
335690;19097244853.02;2025;3
335754;628922158.37;2025;3
335789;168353634.22;2025;3
336017;28892880.27;2025;3
336106;2285650532.76;2025;3
336467;117603396.27;2025;3
336831;818899207.77;2025;3
336858;7219826357.86;2025;3
337188;1914925596.16;2025;3
337374;1965265926.47;2025;3
337498;441540126.33;2025;3
337561;111858826.89;2025;3
337668;3345718160.96;2025;3
337871;1177107094.99;2025;3
338346;446895419.95;2025;3
338648;1040625037.81;2025;3
339458;36617034.21;2025;3
339679;46852425771.6;2025;3
339954;4353286112.55;2025;3
340162;27014758.32;2025;3
340251;467136018.46;2025;3
340782;4740344669.05;2025;3
340952;2536385199.13;2025;3
341819;4628773.6;2025;3
341941;118785784.68;2025;3
342033;4988266402.0;2025;3
342084;8290389194.14;2025;3
342131;307948757.05;2025;3
342157;95648943.7;2025;3
342203;121923670.05;2025;3
342343;387743368.42;2025;3
342386;345518672.35;2025;3
342556;1472272798.42;2025;3
342611;998105374.66;2025;3
342807;1129904521.74;2025;3
342955;29611567.44;2025;3
343056;29391919.65;2025;3
343064;511851449.87;2025;3
343129;182522911.54;2025;3
343153;75264587.09;2025;3
343269;6273799469.61;2025;3
343331;497611939.36;2025;3
343404;14327587.24;2025;3
343463;481646407.61;2025;3
343676;394983464.12;2025;3
343684;374081157.65;2025;3
343722;104022811.76;2025;3
343731;6066203724.7;2025;3
343765;178146835.62;2025;3
343889;36206989872.92;2025;3
344141;41558463.55;2025;3
344184;27851329.31;2025;3
344362;1151140685.18;2025;3
344397;2405398027.08;2025;3
344451;140711897.62;2025;3
344729;992893448.92;2025;3
344788;104959484.28;2025;3
344800;1793164440.63;2025;3
344885;9722469399.91;2025;3
344915;27010428.09;2025;3
345091;389807359.37;2025;3
345318;124604504.0;2025;3
345458;457177144.92;2025;3
345598;1409338101.83;2025;3
345709;874645370.14;2025;3
345741;14491176.19;2025;3
345776;352239715.34;2025;3
346004;119235199.42;2025;3
346209;726330538.97;2025;3
346276;1726497398.26;2025;3
346659;47807714117.74;2025;3
346926;8159632532.11;2025;3
346951;401020460.99;2025;3
347108;345935431.06;2025;3
347507;1416565269.44;2025;3
347604;60540607.92;2025;3
347655;712188610.72;2025;3
347736;253260523.55;2025;3
347795;39836019.19;2025;3
347825;69692072.49;2025;3
348082;1526118906.07;2025;3
348180;2490098971.03;2025;3
348244;666704524.0;2025;3
348261;347597002.2;2025;3
348295;6478939726.71;2025;3
348520;6286618784.62;2025;3
348830;1374179861.75;2025;3
349682;2119072790.13;2025;3
349712;2245952531.77;2025;3
350141;2622829233.92;2025;3
350249;3205150888.3;2025;3
350346;150959873.77;2025;3
350371;1510181062.63;2025;3
350494;526765638.0;2025;3
350648;218978872.13;2025;3
350699;713382399.53;2025;3
350770;30314700.29;2025;3
351202;5211575437.06;2025;3
351270;226262002.51;2025;3
351407;808456292.6;2025;3
351776;193710599.21;2025;3
352179;563083687.12;2025;3
352314;589932902.56;2025;3
352331;6271490212.76;2025;3
352501;23307404006.0;2025;3
352519;121051789.1;2025;3
352543;1462011819.79;2025;3
352586;476807081.76;2025;3
352683;1662184176.43;2025;3
353027;418791314.38;2025;3
353060;1617852122.36;2025;3
353264;149451647.16;2025;3
353353;3397448996.37;2025;3
353663;2662520456.6;2025;3
353698;141892773.72;2025;3
353876;241830467.69;2025;3
354031;3000610741.6;2025;3
354066;2478422309.7;2025;3
354279;490974492.05;2025;3
354295;1702440783.59;2025;3
354325;508633546.55;2025;3
354511;935295669.46;2025;3
354562;1233793381.43;2025;3
354619;216412582.64;2025;3
354627;14584335349.76;2025;3
354678;121005757.9;2025;3
354783;2136948934.7;2025;3
354996;230215575.9;2025;3
355097;5095938130.37;2025;3
355151;2044281283.77;2025;3
355577;467698316.21;2025;3
355593;347294247.28;2025;3
355691;4260387553.55;2025;3
355721;5313063805.07;2025;3
356123;1030098046.4;2025;3
356417;2626665283.91;2025;3
356476;805962319.97;2025;3
356581;390849288.37;2025;3
357022;544320543.95;2025;3
357138;996611725.88;2025;3
357260;1214629933.52;2025;3
357391;11988896454.3;2025;3
357511;6189006655.89;2025;3
357669;116423069.76;2025;3
357715;265253861.35;2025;3
358053;1074674749.34;2025;3
358088;1397572037.76;2025;3
358096;602819070.66;2025;3
358282;303408269.13;2025;3
358339;42553091.5;2025;3
358436;124297885.82;2025;3
358754;308416179.71;2025;3
359017;66465961700.3;2025;3
359033;265872142.87;2025;3
359122;577106440.81;2025;3
359661;14719805376.84;2025;3
359777;1597592517.11;2025;3
360244;1669854102.93;2025;3
360414;378466884.61;2025;3
360449;8189166044.02;2025;3
360783;72442151.57;2025;3
361011;3195179144.44;2025;3
361461;500675130.22;2025;3
361569;84103435.09;2025;3
361593;80426604.06;2025;3
361615;709537217.41;2025;3
361941;551055028.43;2025;3
362140;596748666.81;2025;3
362573;281993632.5;2025;3
362832;241268342.01;2025;3
363189;62127828.36;2025;3
363286;333317270.47;2025;3
363391;65518080.91;2025;3
363855;575817115.39;2025;3
364070;181186676.98;2025;3
364312;2139735596.2;2025;3
364584;2652891363.27;2025;3
364592;307358328.57;2025;3
364860;1213658499.71;2025;3
365238;408743272.45;2025;3
365530;278977084.72;2025;3
365645;40511127.13;2025;3
365777;511053443.47;2025;3
365785;29680088.19;2025;3
366064;467829750.26;2025;3
366340;306109568.73;2025;3
366439;136548758.74;2025;3
366561;1824031171.24;2025;3
367087;1998703173.0;2025;3
367095;2246705274.45;2025;3
367397;1937953931.31;2025;3
367613;73552171.24;2025;3
368148;464286271.48;2025;3
368253;63864768759.76;2025;3
368555;169410681.23;2025;3
368920;581239116.39;2025;3
369292;2368469725.56;2025;3
369411;1182176855.44;2025;3
369659;3537252571.78;2025;3
370070;3390370498.95;2025;3
370088;399285174.94;2025;3
370568;54248261.88;2025;3
370592;117137979.61;2025;3
370681;1122305973.34;2025;3
370711;35928771.43;2025;3
370975;317318000.7;2025;3
371106;1314171561.37;2025;3
371254;5113669166.47;2025;3
371564;225430556.15;2025;3
371629;1198794117.09;2025;3
371777;880766981.92;2025;3
372561;529386804.06;2025;3
372609;1433230574.33;2025;3
373109;26118792.92;2025;3
374440;282692515.29;2025;3
378216;370455353.13;2025;3
379280;1297171356.73;2025;3
379956;14832629350.54;2025;3
380661;2063747568.38;2025;3
381144;35741645.0;2025;3
382281;36272067.2;2025;3
382540;789295751.05;2025;3
382639;14970815.79;2025;3
382655;41678536.08;2025;3
382876;15483982989.8;2025;3
384577;4607496114.27;2025;3
384704;168903204.77;2025;3
385255;971563378.92;2025;3
385620;324431145.99;2025;3
385697;2843583474.75;2025;3
386588;1919537682.04;2025;3
